RGBController,Category,Type,Name,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080 FTW3 Ultra Hybrid Gaming LHR","10DE","220A","3842","4878","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper","10DE","2206","3842","3899","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080 XC3 Ultra 12G","10DE","220A","3842","4865","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080 FTW3 Ultra 12GB","10DE","220A","3842","4877","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper 12G","10DE","220A","3842","4879","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti XC3 Gaming","10DE","2208","3842","3953","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti XC3 Ultra Gaming","10DE","2208","3842","3955","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti XC3 Gaming Hybrid","10DE","2208","3842","3958","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti XC3 Gaming Hydro Copper","10DE","2208","3842","3959","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti FTW3 Ultra","10DE","2208","3842","3967","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti FTW3 Ultra Hybrid","10DE","2208","3842","3968","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3080Ti FTW3 Ultra Hydro Copper","10DE","2208","3842","3969","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 XC3 Black","10DE","2204","3842","3971","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 XC3 Gaming","10DE","2204","3842","3973","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 XC3 Ultra","10DE","2204","3842","3975","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 XC3 Ultra Hybrid","10DE","2204","3842","3978","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 XC3 Ultra Hydro Copper","10DE","2204","3842","3979","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 FTW3 Ultra","10DE","2204","3842","3987","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 FTW3 Ultra v2","10DE","2204","3842","3982","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 FTW3 Ultra v3","10DE","2204","3842","3387","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 FTW3 Ultra Hybrid","10DE","2204","3842","3988","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper","10DE","2204","3842","3989","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 K\|NGP\|N Hybrid","10DE","2204","3842","3998","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090 K\|NGP\|N Hydro Copper","10DE","2204","3842","3999","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090Ti FTW3 Gaming","10DE","2203","3842","4983","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA RGB v3 GPU","GPU","I2C","EVGA GeForce RTX 3090Ti FTW3 Ultra Gaming","10DE","2203","3842","4985","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GP102 GPU","GPU","I2C","","","","","","❌","✔️","❌",""
"EVGA RGB v1 GPU","GPU","I2C","","","","","","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 XC Black","10DE","1F02","3842","2071","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 XC Gaming","10DE","1F07","3842","2172","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 XC OC","10DE","1F07","3842","2173","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 SUPER XC Ultra","10DE","1E84","3842","3173","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 SUPER XC Ultra+","10DE","1E84","3842","3175","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 SUPER FTW3 Ultra","10DE","1E84","3842","3277","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2070 SUPER FTW3 Ultra+","10DE","1E84","3842","3377","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 Black","10DE","1E82","3842","2081","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 XC Black","10DE","1E87","3842","2082","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 XC Gaming","10DE","1E87","3842","2182","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 XC Ultra Gaming","10DE","1E87","3842","2183","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 SUPER XC Gaming","10DE","1E81","3842","3182","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 SUPER XC Ultra","10DE","1E81","3842","3183","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 SUPER FTW3 Ultra","10DE","1E81","3842","3287","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 SUPER FTW3 Hybrid OC","10DE","1E81","3842","3288","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080 SUPER FTW3 Ultra Hydro Copper","10DE","1E81","3842","3289","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080Ti Black","10DE","1E04","3842","2281","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080Ti XC Ultra","10DE","1E07","3842","2383","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080Ti XC HYBRID GAMING","10DE","1E07","3842","2384","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080Ti XC HYDRO COPPER","10DE","1E04","3842","2389","✔️","✔️","✔️",""
"EVGA RGB v2 GPU","GPU","I2C","EVGA GeForce RTX 2080Ti FTW3 Ultra","10DE","1E07","3842","2487","✔️","✔️","✔️",""
"EVGA USB Keyboard","Keyboard","USB","EVGA Z15 Keyboard","3842","260E","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVGA USB Keyboard","Keyboard","USB","EVGA Z15 Keyboard","3842","2608","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVGA USB Keyboard","Keyboard","USB","EVGA Z20 Keyboard","3842","260A","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVision Keyboard","Keyboard","USB","EVision Keyboard 0C45:5204","0C45","5204","","","🤖","❌","✔️",""
"EVision Keyboard","Keyboard","USB","EVision Keyboard 0C45:5104","0C45","5104","","","🤖","❌","✔️",""
"EVision Keyboard","Keyboard","USB","EVision Keyboard 0C45:5004","0C45","5004","","","🤖","❌","✔️",""
"EVision Keyboard","Keyboard","USB","EVision Keyboard 0C45:652F","0C45","652F","","","🤖","❌","✔️",""
"EVision Keyboard","Keyboard","USB","EVision Keyboard 0C45:8520","0C45","8520","","","🤖","❌","✔️",""
"EVision Keyboard","Keyboard","USB","EVision Keyboard 320F:502A","320F","502A","","","🤖","❌","✔️",""
"EVision Keyboard","Keyboard","USB","EVision Keyboard 0C45:7698","0C45","7698","","","🤖","❌","✔️",""
"GaiZhongGai Keyboard","Keyboard","USB","GaiZhongGai 68+4 PRO","3061","4700","","","❌","✔️","❌",""
"GaiZhongGai Keyboard","Keyboard","USB","GaiZhongGai 17+4+Touch PRO","3061","4770","","","❌","✔️","❌",""
"GaiZhongGai Keyboard","Keyboard","USB","GaiZhongGai 17 PRO","3061","4771","","","❌","✔️","❌",""
"GaiZhongGai Keyboard","Keyboard","USB","GaiZhongGai 20 PRO","3061","4772","","","❌","✔️","❌",""
"Gainward GPU v1","GPU","I2C","Gainward GTX 1080 Phoenix","10DE","1B80","10B0","1B80","❌","✔️","❌",""
"Gainward GPU v1","GPU","I2C","Gainward GTX 1080 Ti Phoenix","10DE","1B06","10B0","1B06","❌","✔️","❌",""
"Gainward GPU v1","GPU","I2C","Gainward RTX 2070 Super Phantom","10DE","1E84","10B0","1E84","❌","✔️","❌",""
"Gainward GPU v1","GPU","I2C","Gainward RTX 2080 Phoenix GS","10DE","1E82","10B0","1E87","❌","✔️","❌",""
"Gainward GPU v1","GPU","I2C","Gainward RTX 3070 Phoenix","10DE","2484","10B0","2484","❌","✔️","❌",""
"Gainward GPU v1","GPU","I2C","Gainward RTX 3080 Ti Phoenix","10DE","2208","10B0","2208","❌","✔️","❌",""
"Gainward GPU v2","GPU","I2C","Gainward GTX 1080 Phoenix","10DE","1B80","10B0","1B80","❌","❌","✔️",""
"Gainward GPU v2","GPU","I2C","Gainward GTX 1080 Ti Phoenix","10DE","1B06","10B0","1B06","❌","❌","✔️",""
"Gainward GPU v2","GPU","I2C","Gainward RTX 2070 Super Phantom","10DE","1E84","10B0","1E84","❌","❌","✔️",""
"Gainward GPU v2","GPU","I2C","Gainward RTX 2080 Phoenix GS","10DE","1E82","10B0","1E87","❌","❌","✔️",""
"Gainward GPU v2","GPU","I2C","Gainward RTX 3070 Phoenix","10DE","2484","10B0","2484","❌","❌","✔️",""
"Gainward GPU v2","GPU","I2C","Gainward RTX 3080 Ti Phoenix","10DE","2208","10B0","2208","❌","❌","✔️",""
"Galax GPU","GPU","I2C","KFA2 RTX 2070 EX","10DE","1F02","10DE","12FE","❌","✔️","✔️",""
"Galax GPU","GPU","I2C","GALAX RTX 2070 Super EX Gamer Black","10DE","1E84","10DE","139F","❌","✔️","✔️",""
"Galax GPU","GPU","I2C","KFA2 RTX 2080 EX OC","10DE","1E82","10DE","12B0","❌","✔️","✔️",""
"Galax GPU","GPU","I2C","KFA2 RTX 2080 Super EX OC","10DE","1E81","10DE","13A1","❌","✔️","✔️",""
"Galax GPU","GPU","I2C","KFA2 RTX 2080 TI EX OC","10DE","1E04","10DE","1323","❌","✔️","✔️",""
"Aorus ATC800","Cooler","USB","Aorus CPU Coolers","1044","7A42","","","❌","❌","✔️",""
"Gigabyte Fusion2 DRAM","RAM","I2C","","","","","","❌","❌","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2060 SUPER 8G V1","10DE","1F06","1458","3FF7","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2070 XTREME 8G","10DE","1F07","1458","37B4","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2070 SUPER 8G","10DE","1E84","1458","3FF6","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2070 SUPER 8G","10DE","1E84","1458","3FF5","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2080 8G","10DE","1E87","1458","37B2","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2080 XTREME 8G","10DE","1E87","1458","37B1","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2080 SUPER 8G","10DE","1E81","1458","3FF3","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2080 SUPER 8G Rev 1.0","10DE","1E81","1458","3FF4","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2080 SUPER Waterforce WB 8G","10DE","1E81","1458","4003","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX2080 Ti XTREME 11G","10DE","1E07","1458","37BC","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3060 ELITE 12G","10DE","2487","1458","407B","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3060 ELITE 12G LHR","10DE","2504","1458","407B","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3060 Ti ELITE 8G LHR","10DE","2489","1458","4076","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3060 Ti GAMING OC LHR 8G","10DE","2489","1458","405A","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3060 Ti GAMING OC PRO 8G","10DE","2486","1458","405E","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3060 Ti Gaming OC PRO 8G LHR","10DE","2489","1458","405E","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3070 MASTER 8G","10DE","2484","1458","4069","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3070 MASTER 8G LHR","10DE","2488","1458","4069","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3070 Ti MASTER 8G","10DE","2482","1458","408E","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3080 XTREME WATERFORCE WB 10G","10DE","2206","1458","4038","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3080 XTREME WATERFORCE WB 10G","10DE","2216","1458","4038","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3080 XTREME WATERFORCE 10G Rev 2.0","10DE","2216","1458","4037","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3080 Ti Vision OC 12G","10DE","2208","1458","4087","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3080 Ti XTREME WATERFORCE 12G","10DE","2208","1458","4083","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte RTX3090 VISION OC 24G ","10DE","2204","1458","4044","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3090 XTREME WATERFORCE 24G","10DE","2204","1458","4039","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX3090 XTREME WATERFORCE WB 24G","10DE","2204","1458","403A","✔️","✔️","✔️",""
"Gigabyte Fusion 2 GPU","GPU","I2C","Gigabyte AORUS RTX4090 MASTER 24G","10DE","2684","1458","40C0","✔️","✔️","✔️",""
"Gigabyte Fusion2 SMBus","Motherboard","I2C","","","","","","❌","✔️","✔️",""
"Gigabyte RGB Fusion 2 USB","Motherboard","USB","Gigabyte RGB Fusion 2 USB","048D","8297","","","❌","✔️","✔️","The Fusion 2 USB controller applies to most AMD and
Intel mainboards from the x570 and z390 chipsets onwards."
"Gigabyte RGB Fusion 2 USB","Motherboard","USB","Gigabyte RGB Fusion 2 USB","048D","5702","","","❌","✔️","✔️","The Fusion 2 USB controller applies to most AMD and
Intel mainboards from the x570 and z390 chipsets onwards."
"Gigabyte Fusion SMBus","Motherboard","I2C","","","","","","❌","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1050 Ti G1 Gaming (rev A1)","10DE","1C82","1458","372A","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1050 Ti G1 Gaming","10DE","1C82","1458","372A","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1060 G1 Gaming 6G","10DE","1C03","1458","3716","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1060 G1 Gaming 6G OC","10DE","1C03","1458","3739","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1060 Xtreme Gaming V1","10DE","1C03","1458","3757","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1060 Xtreme Gaming v2","10DE","1C03","1458","3776","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1070 Xtreme Gaming","10DE","1B81","1458","3778","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1070 G1 Gaming 8G V1","10DE","1B81","1458","3772","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1070 Ti 8G Gaming","10DE","1B82","1458","3794","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1080 G1 Gaming","10DE","1B80","1458","3702","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1080 Ti 11G","10DE","1B06","1458","3752","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1080 Ti Gaming OC 11G","10DE","1B06","1458","374C","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1080 Ti Gaming OC BLACK 11G","10DE","1B06","1458","377A","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1080 Ti Xtreme Edition","10DE","1B06","1458","3751","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1080 Ti Xtreme Waterforce Edition","10DE","1B06","1458","3762","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1650 Gaming OC","10DE","1F82","1458","3FE4","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1660 Gaming OC 6G","10DE","2184","1458","3FC7","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte GTX1660 SUPER Gaming OC","10DE","21C4","1458","4014","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 Gaming OC","10DE","1F08","1458","37CE","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 Gaming OC PRO","10DE","1F08","1458","3FC2","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 Gaming OC PRO V2","10DE","1F08","1458","3FC9","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 Gaming OC PRO White","10DE","1F08","1458","3FD0","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 SUPER Gaming","10DE","1F06","1458","404A","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 SUPER Gaming OC","10DE","1F06","1458","3FED","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 SUPER Gaming OC 3X White 8G","10DE","1F06","1458","3FFE","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2060 SUPER Gaming OC 3X 8G V2","10DE","1F06","1458","4009","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070 Gaming OC 8G","10DE","1F02","1458","37AD","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070 Gaming OC 8GC","10DE","1F02","1458","37C8","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070 Windforce 8G","10DE","1F02","1458","37C2","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070S Gaming OC","10DE","1E84","1458","3FEB","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070S Gaming OC 3X","10DE","1E84","1458","4008","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070S Gaming OC 3X","10DE","1E84","1458","4008","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2070S Gaming OC 3X White","10DE","1E84","1458","400D","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2080 Gaming OC 8G","10DE","1E82","1458","37D6","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2080 Gaming OC 8G","10DE","1E87","1458","37A7","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2080 Ti GAMING OC 11G","10DE","1E07","1458","37A9","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX2080S Gaming OC 8G","10DE","1E81","1458","3FE9","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3050 Gaming OC 8G","10DE","2507","1458","40AA","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 EAGLE OC 12G","10DE","2503","1458","4072","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 EAGLE OC 12G V2","10DE","2504","1458","4072","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 EAGLE 12G LHR V2","10DE","2504","1458","4071","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Vision OC 12G","10DE","2503","1458","4073","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Vision OC 12G LHR","10DE","2504","1458","4073","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Vision OC 12G v3.0","10DE","2487","1458","4073","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Gaming OC 12G","10DE","2503","1458","4074","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Gaming OC 12G (rev. 2.0)","10DE","2487","1458","4074","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Gaming OC 12G","10DE","2504","1458","4074","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Ti EAGLE OC 8G","10DE","2486","1458","405B","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Ti EAGLE OC 8G V2.0 LHR","10DE","2489","1458","405B","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Ti EAGLE OC 8G V2.0 LHR","10DE","2489","1458","4060","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3060 Ti Vision OC 8G","10DE","2489","1458","4077","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Gaming OC 8G","10DE","2484","1458","404C","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Gaming OC 8G v3.0 LHR","10DE","2488","1458","404C","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Vision 8G","10DE","2484","1458","404D","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Vision 8G V2.0 LHR","10DE","2488","1458","404D","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Eagle OC 8G","10DE","2484","1458","404E","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Eagle OC 8G V2.0 LHR","10DE","2488","1458","404E","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Ti Gaming OC 8G","10DE","2482","1458","408F","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Ti EAGLE 8G","10DE","2482","1458","408C","✔️","✔️","✔️",""
